#close,open,high,low,volume
19200,20150,20200,19200,4519749
19400,19700,19900,19200,4899520
17200,18900,19200,17200,7082737
17200,17500,17750,16750,5751252
19100,17000,19100,16850,7503678
17850,18400,18650,17850,7152996
17350,17100,18150,16950,7117937
19900,18000,19900,17900,8245506
18600,19600,19600,18550,6715913
20100,18850,20100,18800,7351630
20300,19950,21000,19900,9022907
20400,21100,21200,20400,4004898
18100,18000,19000,18000,7057420
19900,19150,20200,19000,8049428
18550,19400,19500,18350,7311118
20050,19600,20200,19350,7043209
19500,20100,20850,19400,6308938
20000,19300,20100,19150,4199586
20300,20000,20300,19650,4866411
20150,20100,20400,19700,6480136
19400,20000,20350,19250,4504066
19350,19900,20400,19350,5321015
19350,18200,19450,18200,5375058
19450,19650,19800,19200,2363222
19000,19550,20050,18950,4389812
17800,18450,18450,17800,6150554
17750,17500,17750,17150,4730915
15100,16900,17350,15100,5504238
15700,15150,16550,14650,9502446
15200,15000,15650,13700,6131136
16700,15900,16900,15550,7553196
18800,17900,18900,17550,8893519
18000,18200,18600,17750,5761075
15350,16800,17000,15350,6998460
15000,16050,16400,14800,5481293
15350,15650,15800,14200,5960991
14300,15850,15900,14200,6490341
12200,14200,14450,12200,13390252
10400,11400,11600,10400,12341832
8850,10400,10550,8850,13981438
8120,8900,9390,8120,15370512
9330,8070,9330,8000,12729315
9370,10050,10550,8800,26635118
10750,10300,10750,9560,12787652
10800,10500,11900,10100,17501273
11000,11000,11800,10700,13154574
10250,10750,10900,10050,12204231
10650,10650,11250,10350,15468470
10100,10050,11200,10050,14644000
11000,9980,11000,9900,12725681
11150,11400,11500,10950,9349427
10200,10800,10900,10050,9065222
10500,9900,10950,9900,11145918
9800,10000,10200,9760,7259925
9780,10300,10400,9700,6823967
9130,9610,9630,9080,9901418
8110,8890,8900,8110,14054739
7510,8270,8290,7350,20735768
6390,6720,6900,6390,18358063
6660,6000,7120,5860,28913829
5850,6710,6960,5850,23696202
5860,6350,6390,5770,17419772
6070,6030,6240,5810,19181762
6950,6400,6980,6320,47941825
7410,7200,7880,7160,42704580
7600,7510,8080,7450,28804998
7200,7100,7290,7030,14635621
7090,7390,7670,7090,20681363
7300,7450,7600,7170,20445004
7560,7330,7850,7050,25539622
7800,7940,7950,7600,16594784
7390,7930,7940,7370,14292227
7380,7700,8090,7320,37064039
6520,7330,7340,6420,37843788
6350,6250,6900,6060,39142063
6390,6690,6780,6350,19754181
6980,6300,6980,6220,24419651
7230,7300,7580,7060,29648919
8130,7400,8170,7350,41753637
8520,8150,8860,8100,41478962
8210,8850,8930,8120,29318397
7700,7800,7900,7310,26829220
6720,7600,7670,6720,17870865
6930,7030,7230,6900,13755069
6640,6690,6770,6350,12660549
6700,6640,6970,6640,7981766
7180,6830,7180,6620,9146590
7220,7200,7620,7110,16123115
7390,7460,7730,7330,21448221
7480,7600,7610,7250,21738913
7930,7400,8000,7300,33526570
7340,8000,8020,7340,19557922
6920,7340,7390,6850,12604076
7070,7040,7150,6980,15418377
6730,6900,6930,6590,28285960
6570,6470,6920,6430,19672790
6950,6840,7000,6810,12866838
7840,7090,7990,7050,37087667
8070,7890,8090,7440,36818187
7870,7750,8250,7650,22036337
7430,8170,8270,7410,19902707
7010,7370,7400,6950,12876173
8060,7600,8060,7590,31037050
7950,8430,8460,7920,42863315
8980,7810,9040,7750,58818596
8900,8940,9450,8900,39829390
9110,9250,9370,8960,22423398
9520,9360,9750,9310,26379570
9350,9500,10350,9350,44643467
9380,9660,9900,9150,33892409
9450,10000,10000,9380,22679581
9630,9700,9830,9400,21933858
9240,9290,9390,9180,19516731
8870,9060,9100,8720,16910703
9260,8990,9270,8590,24434908
8950,9180,9550,8900,19790060
8210,8820,8820,8060,22117081
8600,8140,8600,8090,18954482
8330,8700,8930,8320,19992822
7880,8230,8270,7860,12258053
8810,8050,8810,7970,19001571
8570,8500,8810,8420,16043964
8450,8990,9110,8450,13749405
8340,8700,8830,7980,14541159
8640,8310,8780,8210,15342819
8140,8500,8600,8140,8676942
8320,7930,8380,7890,12885157
8650,8360,8740,8250,13294050
8270,8690,8790,8270,12913454
8330,8120,8520,8100,11385447
8220,8500,8520,8120,11887133
8130,8220,8270,8040,14995779
8210,8300,8510,8210,22029442
8590,8360,8810,8360,29010150
9340,9030,9560,8830,44218387
8880,9420,9520,8870,24746478
9400,9100,9400,8910,18626330
9830,9700,9920,9450,22326193
9740,10050,10100,9700,14817067
9580,9700,9830,9440,14038867
10300,9700,10300,9670,20927884
10400,10600,10750,10200,17417646
10200,10350,10350,9810,19992556
11700,10600,11700,10500,42897076
12000,12150,13250,11950,55606535
12400,12250,12850,12050,35157932
12350,12550,12600,11900,30767790
12250,12200,12600,11700,37850694
12700,12700,13100,12500,31025939
12600,13200,13200,12550,17144425
14150,12900,14450,12850,52769400
14300,13850,14950,13700,46647621
14000,14300,14650,13800,26324884
14100,13500,14500,12800,63044100
13500,14450,14550,13500,29031077
13400,13650,14150,13100,39786234
13850,13900,14200,13700,27023873
13450,13850,14400,13100,28194119
13250,13850,13900,13150,16621687
14400,13900,14750,13700,46113677
14550,14750,14950,14100,20895627
14500,14050,14550,13850,17295630
16650,15000,16650,14850,54439888
15850,16500,16900,15800,45232886
15100,15900,16400,14900,26270469
15350,15450,15750,15200,17993922
14000,15400,15500,14000,21960962
14600,14350,14750,13800,17081322
14400,14900,15050,14100,15580272
14950,14650,15250,14300,17371268
14750,15200,15650,14750,17761105
14050,15100,15300,13900,24593485
13900,14050,14150,13600,15656645
14200,13900,14600,13500,20016386
14550,14300,14750,14250,17349902
13950,14750,14900,13950,16636143
13850,13650,14250,13500,14802659
13300,14350,14400,13300,16828722
13400,13250,13600,13050,12031276
14550,13850,14900,13700,28290828
14500,14550,14700,14200,10267177
13450,14350,14400,13400,20981896
12650,13150,13350,12650,23876041
12650,12600,13100,11350,25830440
12000,12650,12950,12000,26447941
11500,11800,12300,11200,49801818
12550,11600,12550,11600,28836037
12900,12700,12950,12350,24124960
12750,12800,13000,12600,9924471
12700,13200,13350,12700,15303063
13350,12850,13350,12550,16455705
13500,13300,13700,13100,19556966
14050,13850,14150,13650,19456585
13650,14000,14100,13600,12372726
12900,13800,13900,12850,19344803
13250,13150,13300,12950,9683737
12900,13150,13200,12800,13039695
12950,12950,13250,12800,8633675
13250,13050,13400,12700,10211879
13250,13250,13450,13100,10882429
13700,13200,13800,13000,12958253
13100,13650,13900,13050,11531912
13250,13350,13450,12950,7774458
13750,13350,13800,13300,11726775
13450,13500,13750,13300,12055343
13950,13700,14000,13550,16224844
14100,13900,14250,13700,14695955
13850,14150,14200,13700,10171021
13650,13950,14100,13650,6420398
13650,13850,14000,13550,8169007
13800,13650,13850,13600,6348426
14600,13900,14600,13650,22129448
14950,14450,15000,14400,20828975
15050,15050,15300,14900,12488472
15400,15250,15750,15200,16569771
15550,15450,15600,15150,10876454
15500,15500,15500,15050,9450993
14850,15400,15500,14850,8883315
14200,14700,14900,14200,10369533
14750,14600,14850,14400,10244227
15500,15250,15500,15050,11250294
15650,15850,16100,15550,15430088
15600,15900,16050,15600,6393433
16700,15900,16700,15800,17268677
17150,17150,17300,16700,15621417
16950,17000,17150,16700,10763568
16400,16800,16850,16150,15750443
16350,16600,16850,16150,12807995
18000,16550,18250,16450,31801331
17750,17800,18000,17500,12783092
18200,18000,18600,17850,18403320
18150,18050,18350,17700,10074365
17600,18350,18400,17500,16374335
17700,17600,18000,17200,12948203
17850,18100,18550,17850,15731887
17700,18250,18400,17300,11745602
17500,17450,17600,17000,12385565
18150,17600,18200,17500,14589415
18200,18550,18600,18200,8571965
18600,18050,18900,18050,14053236
18900,18600,19300,18450,17813032
18400,18800,18900,18400,13231369
19150,18700,19250,18550,12320924
18800,19100,19400,18600,10552949
19150,18550,19400,18500,12615682
19900,19400,20150,19250,17291637
20100,20200,20300,19600,11169091
19700,20150,20150,19450,13583840
20650,20350,20900,20200,13385631
20700,20500,21000,20300,7741956
20850,20850,21350,20550,7857118
20850,20700,21000,20550,6848697
21350,21250,21600,21150,11403053
21950,22000,22250,21600,11911512
22150,21850,22400,21450,10233959
22350,21700,22550,21700,8342236
22050,22350,22600,22000,5971982
20800,21950,22000,20500,21346466
20950,21150,21800,20800,13067509
20800,21100,21500,20100,15253246
20850,21250,21400,20700,10782908
21400,21150,21400,20800,8123834
21100,21650,21650,21050,6439261
20200,20900,21000,20000,12036302
20650,20350,20950,20300,6652241
20700,20950,21150,20650,7098391
20850,21150,21450,20800,7877347
20400,21000,21050,20350,8257655
21450,20750,21550,20450,11924291
22050,21700,22100,21550,11165356
20850,21150,21500,20050,27899428
20600,20850,21050,20300,9936404
18950,20400,20500,17600,44545104
19000,19050,19350,18700,13961779
19550,19700,19950,19500,11695482
19800,19400,20200,19400,9964191
19650,20100,20200,19500,6399002
18800,19300,19500,18400,10541773
18700,19150,19250,18550,6952108
18400,19050,19400,17950,10549157
19300,18600,19500,18300,11539515
19650,19600,19850,19550,7666152
20000,20200,20600,19900,10681641
20600,20050,20650,19700,11563525
20800,21050,21300,20650,8521356
20550,21000,21000,20350,7248024
19800,20500,20750,19500,10304009
19850,19700,20100,19350,5842314
19850,20200,20250,19600,4103030
19350,19700,20000,19100,6815688
18800,19250,19650,18700,7001346
18750,19100,19150,18600,11453452
18850,18750,19150,18550,7810804
18300,18800,19050,18200,8926917
17700,18350,18500,17500,9606247
18400,17300,18600,17100,13210887
18050,18700,18800,18050,6118400
18050,17700,18350,17650,5556344
18200,18150,18450,17850,5564158
19000,18350,19000,18250,6220331
18350,18800,18900,18200,4281928
19050,18900,19150,18650,6840462
19800,19300,19850,19200,8795257
19800,20100,20200,19450,8107026
19950,19850,19950,19450,5434950
19600,20050,21200,19600,20341952
18850,19750,19850,18750,9738133
19700,18950,19750,18650,7342660
18400,19300,19450,18200,21564141
18750,18750,18950,18400,10909042
19250,18800,19400,18750,8704459
19150,18900,19400,18900,7062182
19050,19200,19350,18800,5345950
18600,19150,19250,18550,6664018
19000,18650,19000,18650,5961105
19200,19100,19400,18900,6523614
18450,18850,19150,18250,7704509
18450,18800,18850,18450,5175602
18050,18550,18750,17800,9699450
19200,18350,19200,18300,9718479
19450,19250,19650,19000,7435401
19700,19300,19800,19150,6019982
20050,20000,20500,19950,10036856
20100,20300,20450,20000,5629685
20550,19900,20600,19900,8324221
20850,20700,21000,20500,9747117
20900,20900,21100,20750,5514248
20700,20900,20950,20350,5589407
20950,20700,21050,20600,4268920
21050,20900,21250,20500,6283206
21100,21100,21500,21050,6284160
21650,21000,21650,20900,6098604
22050,21950,22200,21850,6643108
21900,22300,22450,21650,5000002
22000,22000,22300,21800,4006561
22300,22250,22400,21950,5460997
22200,22150,22800,22100,4791593
22200,22300,22450,22050,2136873
23150,22400,23400,22350,7868021
24100,23350,24150,23350,7346425
23350,24500,24900,23050,12118281
24550,23700,24550,23600,7731186
24400,25000,25200,24350,11084814
24650,24650,24850,23450,9695685
24000,24900,25000,23750,6750517
24050,24150,24600,23800,4616931
24050,23800,24500,23700,5009003
25450,24400,25500,24300,11505860
26100,25850,26700,25700,11798734
25900,25450,26100,25450,6947223
25600,26100,26200,25350,6095082
25400,25850,26100,25250,5997062
25950,25300,26200,24750,8321162
26100,25500,26250,25250,10560982
26050,25850,26350,25650,7098150
23600,25900,25950,23550,18901657
23250,23800,24200,22350,20559203
23600,23700,24300,23250,10080020
22750,23000,23350,22200,10273997
23100,22200,23250,21750,14926334
22000,23600,23800,22000,11667143
21300,22350,22400,21050,14618448
21750,21250,22200,21250,9855737
21300,20900,21350,20750,7305491
21700,21550,22100,21400,5663174
22650,21850,22900,21700,7285894
22700,23000,23000,22300,6809098
21950,22600,22900,21600,11508085
21600,21650,22150,21400,7584876
21300,21550,21800,21150,5951014
22350,21750,22400,21700,7825290
22150,22550,22600,22000,3744025
21400,21850,22200,21400,5772700
22150,21850,22200,21600,5334169
22650,22100,22800,22000,6352083
22200,22500,22850,22100,6219693
21700,22450,22500,21500,5013379
21000,21700,21800,20600,9627909
21450,21500,21800,21400,5342772
21850,21400,22050,21200,5830081
22200,21950,22600,21900,5393075
22500,22300,22650,22100,4380159
22350,22900,22950,22100,6137729
21850,22350,22500,21800,5881404
22550,21950,22600,21900,6443315
23150,22850,23400,22700,10673528
23250,23350,23400,22850,3048202
23500,23450,23800,23350,5574407
23600,24100,24300,23400,51719403
24150,23900,24150,23750,7589609
23950,24100,24350,23900,5576105
24350,24100,24500,23800,5746615
24700,24500,24800,24300,5270773
24950,24950,25100,24600,4994007
25200,25250,25700,25050,6668569
25250,25300,25500,24800,4660575
25200,25050,25350,24850,3420724
25900,24950,26050,24900,6923592
26400,26450,26800,26300,8121899
26700,26450,27100,26050,7730622
28300,27050,28300,26900,11909995
28150,28500,29300,28050,12390690
29100,28500,29100,28050,8512243
28350,29350,29400,28100,11484726
27350,28150,28200,27250,16311161
28150,27500,28150,27450,10036161
28000,28100,28450,27650,7184815
26900,28400,28450,26900,9780882
27700,27200,27800,26800,7382940
27900,28100,28350,27650,6745613
27700,28150,28200,27200,6822526
27500,27550,27850,27150,4531892
26650,27100,27250,26500,6493712
27000,27000,27100,26800,3663343
28550,27500,28600,27450,10560938
28700,28250,28900,28000,9828901
28500,29050,29150,28350,6109366
28500,28500,28800,28300,6125001
27500,28250,28400,27300,11259240
27450,26750,27450,26700,9108923
27700,27700,27900,27200,6801366
28400,27900,28600,27850,8909526
27600,28150,28300,27250,9256409
27050,27850,27950,26550,12653329
26350,26200,26550,25900,8103816
26350,25500,26850,25350,11481461
26900,26900,27150,26650,7587954
26600,27300,27350,26150,7660117
25700,26550,26550,25550,13097424
26850,26400,26900,26300,11337817
26600,26700,27150,26500,7925968
25050,26050,26100,25000,12635451
24150,24800,24950,23550,20058192
24500,23600,24650,23100,19703600
23750,24400,24850,23550,10081791
24100,23750,24350,23650,11541283
23800,23850,23950,22600,12293259
24700,24150,24700,23650,13150843
25650,24350,25650,24350,13430941
25700,26100,26350,25600,12826585
25150,25600,25750,24900,12706998
24600,25050,25500,24400,11633564
24900,25100,25300,24750,8011807
26400,25200,26500,24950,15988869
26650,25900,26750,25800,13874493
26450,26450,26900,26000,10889286
25250,26450,26450,25200,14761328
25900,25450,25950,25300,9271702
25800,26450,26650,25700,8762686
26000,25900,26350,25750,5686833
27100,26200,27200,26200,13402214
27300,27450,27650,27200,8415214
28200,27800,28250,27550,10848104
28150,28200,28350,27800,12940850
28250,28550,28750,27850,8050689
27200,27950,28250,27200,11557147
27050,27050,27650,26900,6595503
27150,27050,27450,27050,5203161
26450,26800,26900,26350,9787032
26050,26500,26600,25850,10143372
25600,26250,26750,25600,10326061
25050,24950,25200,24750,13952014
25500,25100,25600,24550,12695993
25300,25450,25950,25150,8237987
24750,25300,25450,24650,7736756
25850,24650,25850,24250,9753797
25150,26050,26100,25150,8243930
25350,25700,26100,25300,7219081
25700,25700,25900,24950,8171473
25900,25900,26250,25700,6412277
24900,25750,25900,24800,16803984
25750,25300,25800,25050,17890263
25150,25600,25750,25100,7695339
23500,24550,24650,23500,26408695
23700,23700,24100,23500,10915618
23850,23850,24050,23550,6009885
23600,24250,24350,23500,7489851
22600,23850,24000,22250,21388196
23250,23000,23400,22800,12343729
23950,23300,24150,23300,9656787
23500,24200,24200,23500,37144652
23100,23700,23850,22700,13310872
22350,22900,23250,22300,12478780
22500,22250,22850,22150,8930756
21600,22550,22650,21500,18732935
21950,21950,22400,21800,14346069
21600,22000,22250,21400,11434849
21900,22000,22400,21700,11637399
22850,22100,22900,22050,14508311
22700,22900,23100,22600,6486022
22600,22850,23250,22600,7329207
21200,22000,22100,21200,18929287
21200,20600,21500,20200,13041798
21650,21500,21800,21300,7460749
22100,21550,22150,21200,7543971
22100,21900,22250,21700,5851598
21700,22250,22300,21500,7017763
22500,22150,22650,22000,9857803
22000,22250,22450,21950,6506966
21400,22000,22350,21300,8185249
21950,21300,22050,21050,7212879
22050,21700,22150,21550,7298041
22600,22400,23000,22050,15405418
22550,22500,22700,22250,6317557
22500,22900,22950,22350,7788047
21100,22100,22200,21000,18006565
20850,21250,21350,20500,17891433
21100,21300,21400,20900,12935639
21800,21300,21950,21300,13682222
21850,22200,22450,21750,9768969
21500,21750,21950,21300,7147421
20750,21100,21200,20500,16624161
20300,20800,21050,20100,15189733
20650,20500,20800,20350,8103091
20500,20650,21000,20400,9030044
20450,21100,21250,20300,11749312
21000,20700,21000,20350,9591589
21100,20900,21300,20800,9047633
22500,21400,22500,21350,24186132
22100,22600,22650,22000,10471186
21100,21700,21750,21050,15723927
21200,21550,21800,21100,11332593
21350,21250,21650,21100,6960963
21850,21500,22200,21500,12752750
22150,22050,22300,21750,7530575
22450,22100,22450,21900,8945751
22500,22600,22950,22450,10634669
22750,22350,22750,22000,8459372
23400,23300,23600,23100,15727497
23200,23250,23500,22950,9521740
23500,23200,23700,23150,7573508
22350,23750,23800,22250,14794038
22600,22450,23000,22400,8463492
23400,23000,23500,22950,11261698
23350,23600,23800,23050,10001339
23600,23200,23650,23050,6311478
22900,23700,23700,22800,10138166
22850,22900,23350,22600,10535814
23900,22850,23950,22700,14952331
23750,24000,24400,23750,13108254
24200,24000,24400,23900,7903928
24300,24400,24400,23750,8245692
23700,24100,24250,23400,10858815
22900,23500,23600,22900,12636747
22850,23300,23450,22600,13682522
23150,22700,23150,22300,11672512
22700,23200,23300,22600,8679690
21900,22600,22700,21900,13148677
21800,21950,22400,21750,7882993
22950,22200,23150,22200,14373857
23750,24100,24200,23650,18979574
23800,24050,24350,23700,9799616
23450,23700,23800,23250,6554767
23900,23200,23950,23200,7224958
23400,23800,24400,23400,11616394
22800,23600,23700,22700,11758691
23650,22900,23800,22750,9850014
23700,23650,24000,23300,8517799
23350,23600,23650,23100,7311065
23700,23550,23700,23050,6420573
23900,23700,24200,23550,8188817
25300,24300,25300,24200,21524408
25350,25400,25650,25100,12947289
25750,24800,25850,24650,18819363
25200,26000,26000,25100,11277437
24650,25200,25600,24500,10551194
24800,24800,25000,24550,7308951
23500,24050,24150,23400,19537475
23400,23550,23750,23000,10722538
23800,23650,24050,23550,9237817
23450,24000,24150,23250,7911082
23950,23600,24100,23500,6730217
23600,23400,23650,23200,9142980
23300,23650,23900,23250,5620721
24150,23350,24200,23300,10169510
24500,24100,24650,23800,9835555
24350,24300,24500,24000,5446369
24750,24500,25150,24450,8123939
24250,24900,24900,24100,6719247
24200,24250,24750,24100,5123501
23800,24450,24600,23650,9453699
23650,23400,23650,23100,7858392
23750,23850,24200,23650,8090612
23300,23500,23850,23300,7811301
23300,23350,23500,23000,5727070
23150,23400,23800,23050,5647373
23100,22900,23350,22900,3579168
23950,23250,24250,23250,11941653
24250,24200,24400,24050,5395331
24000,24300,24500,23900,5687987
25300,25000,25300,24800,15107759
25600,25400,25600,25050,10931161
25900,25450,26300,25200,14139328
26100,26250,26600,25800,14287171
26100,26100,26450,25700,7024336
25300,26000,26050,25300,9601918
25400,25500,25650,25100,6904019
26350,25600,26550,25550,16029780
27250,27000,27600,26850,19311300
27250,27300,27450,26750,8859686
26900,27350,27450,26900,6204899
27650,26850,28100,26800,15637718
27850,28050,28400,27600,8666295
28200,27650,28200,27600,6930500
28100,28150,28450,27700,7630162
28350,28250,28650,28000,8014756
27400,28700,28800,27300,10865239
28200,27650,28300,27400,7873016
28000,28600,28700,27900,6841459
29500,29250,29500,28900,19314590
29650,29400,30200,29300,12114107
29650,29800,30350,29200,9606594
29700,30300,30700,29500,9679798
30150,29700,30300,29100,9801975
29550,30200,30300,29400,6956946
28800,29450,29900,28800,8468961
28800,28700,29700,28700,8298076
29700,29200,29700,28950,5954589
29750,29750,29800,29200,4609849
29200,29650,29950,29150,4811721
29100,29550,29700,28800,5876031
29400,29350,29500,29000,4481286
28800,29400,29500,28750,5147091
28800,28400,28950,28150,5917754
27600,28600,28700,27400,11843278
26900,27200,27350,26600,10782089
28000,27450,28050,27350,7918505
28350,28000,28400,27900,5304614
27550,27900,28200,27350,4652449
28450,27950,28600,27850,4337686
29200,29000,29550,28800,6744388
28900,29200,29400,28750,4206440
28650,28500,28800,27900,8140323
28400,28650,28950,28300,5641431
27700,28000,28100,27550,9118115
27700,27200,28050,27150,5850959
30100,29100,30150,28300,22881687
28700,29700,29800,27450,22932891
29200,29400,29600,28800,10333677
28950,28400,28950,28200,10815775
28550,29050,29200,28550,8317816
28500,28550,28850,28000,11015422
27850,28750,28950,27800,11574524
29050,28200,29100,27850,11112405
29100,29150,29600,29100,9140284
29900,30100,30150,29600,12041899
30900,29950,30950,29800,14875481
31000,30800,31350,30700,8533855
31550,31100,31950,31000,11906300
31300,31700,31900,31000,7670699
31600,31350,31700,30850,6802701
31800,30850,31800,30550,12046547
32450,32250,32700,32150,8775396
32500,32700,33000,32350,8509539
32000,32800,32900,31850,7097712
31300,31800,31850,31150,10084204
31800,31500,32150,31500,6076949
31700,32000,32600,31600,6421672
32350,31700,32400,31600,6193410
33750,32650,33800,32500,12934539
34150,33700,34200,33600,7233661
33800,34000,34450,33500,7218572
32800,33400,33750,32750,8866655
34300,33600,34500,33250,8432079
37000,35300,37200,35100,19357750
36600,36700,37400,36200,10270340
36450,36450,37000,36200,5529488
34750,36750,37200,34700,19001814
33900,35100,35500,33450,18014715
34350,34600,35050,34050,10388984
33800,34200,34300,32850,11392768
34600,33600,34600,33600,5524897
34450,34450,34700,33700,7224077
32450,34150,34200,32450,13763373
32500,31900,32850,31700,7867052
33300,33000,33550,32750,5968611
33700,33700,34200,33600,6207767
33750,33450,34300,33300,6600699
34500,34600,34850,34400,6713597
34400,35000,35200,34100,5275126
33100,34150,34250,33100,8007576
32800,33100,33350,32500,9103458
31550,32950,33350,31350,8302142
32200,31750,32350,31700,5057674
30850,31950,32450,30850,6564960
31250,30800,31450,30550,5647670
30000,31350,31600,29800,7212000
31100,30500,31250,30350,5070024
31300,31200,31600,30900,4797661
29500,31400,31500,29200,15176513
30100,29200,30100,29050,11913318
28400,30100,30100,28150,22119286
27550,27650,28250,27300,18003988
27650,27850,28100,27150,9838831
28600,27300,28800,27300,9191909
28900,28900,29350,28600,12557220
28700,29200,29250,28350,9415804
26700,28600,28700,26350,24177110
26350,26600,27150,25900,8790991
26650,26250,26800,26200,6514032
26950,26850,27650,26800,6872322
26250,26650,26850,26200,4599234
24650,26400,26450,24100,20477438
25200,24800,25600,24400,8219371
25900,25550,26200,24950,8505024
26100,26600,27150,26100,8915253
26350,26200,26750,26100,4236692
27900,26400,27900,26350,9898892
26700,27350,27400,26550,9559487
25550,26700,26750,25400,13451515
25550,25750,26100,24900,12290225
25050,25250,25550,24900,8432185
26700,25600,26750,25500,13345738
26950,27300,27700,26650,13215741
28000,27400,28150,27200,12594246
26500,27700,27900,25800,18889817
26400,27100,27200,26350,8763541
26600,26900,27350,26550,10495898
26450,26650,26850,26400,4936683
25350,25850,26150,25300,8802917
24300,25250,25250,24050,17203663
23700,24500,24750,23400,14730395
24000,23600,24400,23600,9378791
22950,23650,23850,22900,11775269
23350,22950,23750,22950,10298790
24200,24200,24400,23900,10030134
23650,24500,24700,23500,9223301
23750,24000,24100,23550,7369926
23900,23650,24300,23500,6812398
24500,24150,24550,23750,7505839
23800,24300,24350,23650,7997090
23550,23150,23750,23100,5742429
24250,23900,24700,23850,15569978
25550,24700,25600,24400,10275261
25450,25100,25950,24900,11462084
24300,25000,25050,24200,10595808
24100,24800,25300,23850,11149944
23550,22850,23650,22500,12438185
21850,23200,23650,20700,17609715
20200,21000,21200,19250,23001206
21000,21550,21600,20850,15212209
21850,19900,21900,19900,13323654
19750,21200,21650,19750,26788209
20500,20400,20700,20250,8624717
19600,20250,20650,19600,13712538
17200,19450,19750,17200,35616692
15600,16200,16600,15550,23890629
15750,15800,16300,15500,18277535
17050,16200,17050,16000,21553936
16250,17200,17550,15900,21395980
17300,16900,17700,16700,20187641
17950,17050,17950,16950,14558460
19450,18550,19600,18350,17545626
19000,19900,20250,19000,16532870
19100,18800,19150,18150,13460683
19200,19300,20100,19150,16845832
19100,19200,19650,18900,8025667
17550,18550,18600,17550,9483784
17000,16950,17500,16550,11397318
19500,17600,19550,17500,15678828
19300,19900,19900,18800,17096701
19900,19800,21300,19600,29359964
19850,20550,21150,19850,18966529
21100,21150,21400,20500,20491884
21900,21250,22000,20850,20343850
21000,21500,22150,20850,11980863
21650,20500,21850,20200,14858543
21600,21850,22300,21550,9936965
21550,21000,21750,20950,9640910
20250,20750,21350,20200,13178942
19950,20950,21050,19750,14403585
21250,20900,21250,20650,9665974
20550,21450,21500,20550,8811547
21850,20450,21850,20350,9542657
21350,21500,21900,21050,9401314
20700,20000,20700,19850,10959265
20000,21050,21400,20000,11287269
21200,20850,22000,20750,14245183
21500,22050,22100,21350,9115213
21950,21550,22100,21550,7029961
22250,22650,22700,22200,8212865
22550,22150,22550,22050,5880365
21850,22700,22850,21750,9543524
21950,21800,22100,21650,4605910
21950,22350,22400,21900,5211940
21800,21500,21850,21300,4354331
21750,22000,22100,21200,7150548
21050,21550,22550,21050,10252965
23200,21600,23200,21250,17938542
23900,23250,24150,22850,12451097
23650,24050,24200,23600,5652614
24150,23400,24150,23300,5774628
23800,23800,24300,23400,9196704
22900,24200,24450,22850,11200673
22850,22950,23550,22800,5395050
23900,22500,24150,22500,10593299
24000,23400,24200,23200,8021546
23300,24100,24100,23250,5682575
24850,24000,24850,23900,9642217
24100,24900,24950,23900,8088193
23000,24050,24100,23000,12005275
22050,22400,23050,21800,22772116
21500,21200,22550,20650,23467154
21550,22350,22600,21550,14421635
22300,22100,22900,22000,10805252
22050,22200,22700,22000,7045165
22350,22250,22950,22100,9867606
23200,23400,23600,22700,13550780
23300,22800,23400,22700,7377636
22900,23050,23150,22600,5390048
23250,22650,23350,22600,5995517
21850,23150,23200,21800,10010655
22150,21700,22400,21200,6265997
21750,22000,22300,21550,4433721
23300,22400,23300,22200,9848049
23400,23300,23550,22950,10290437
22950,23200,23400,22900,5239801
23450,23950,24050,23350,9146677
23100,23300,23600,22850,6314973
23250,23200,23350,22750,4785846
22750,23100,23150,22700,3593535
22400,22850,22950,22200,8899221
22050,22400,22400,21800,6537903
21400,21700,21700,21300,6988929
22250,21800,22400,21650,6319715
22650,22000,23000,21650,9293904
22850,22800,23100,22550,6515855
22750,22600,23150,22400,6873946
22150,23000,23000,21900,6809614
20850,21800,21950,19750,9392801
20750,21000,21250,20450,5391267
21350,21400,21500,21200,5626938
21150,21100,21350,20800,5151591
21700,21850,22100,21650,6167013
21600,21900,21900,21450,2297003
21100,21650,21850,21100,3986592
21150,21000,21300,20950,2688208
21950,21000,22000,20950,5006606
23450,22700,23500,22600,12170153
23650,23700,23850,23350,7239708
23850,23850,24350,23650,9643808
24000,23900,24550,23700,5948158
24400,24450,24550,24050,7633067
23850,24550,24600,23800,5191657
24350,24050,24350,23850,4596542
24250,24400,24700,24100,4747105
24150,24200,24350,23850,3566256
25150,24350,25150,24300,7993006
25400,25050,25600,24900,6341825
25550,25650,25800,25200,5982819
25250,25500,25800,25050,4764455
26300,25800,26500,25600,8987450
26950,26600,27150,26200,8726770
27450,27000,28000,26900,8693588
27050,27450,27450,26650,9028099
26000,26850,27000,25900,12062057
26250,25900,26750,25850,7982762
26850,26350,27100,26200,6048223
27200,26850,27200,26600,5595741
27300,27750,27750,26100,15281596
26300,26700,27200,26200,11299302
26100,26550,26550,25900,7061764
25400,26000,26250,25200,9405339
26500,25700,26600,25250,8751100
27050,26450,27150,26300,7705120
27000,27000,27300,26750,5751848
26850,27300,27400,26700,4941208
27550,26850,27550,26650,6615913
29000,29150,29450,28600,20697390
28700,28800,29400,28600,9961359
28850,29250,29550,28700,8465777
28300,29050,29100,28200,5753690
28300,28200,29000,28100,5840835
29000,28300,29000,28150,4712997
